frame,time,x,y
316,10.5,686.058819455293,516.970587884077
317,10.5333333,687.764701400822,517.117646672485
318,10.5666666,689.470583346352,517.264705460893
319,10.6,691.176465291881,517.4117642493
320,10.6333333,692.88234723741,517.558823037708
321,10.6666667,694.58822918294,517.705881826116
322,10.7,696.294111128469,517.852940614524
323,10.7333334,698,518
324,10.7666666,700.850000274929,518.100000009647
325,10.8,703.700000549859,518.200000019293
326,10.8333333,706.550000824788,518.30000002894
327,10.8666667,709.400001099717,518.400000038587
328,10.9,712.250001374647,518.500000048233
329,10.9333333,715.100001649576,518.60000005788
330,10.9666666,717.950001924505,518.700000067527
331,11,720.800002199435,518.800000077174
332,11.0333333,723.650002474364,518.90000008682
333,11.0666667,726.5,519
334,11.1,730.277779023688,518.777777704489
335,11.1333334,734.055558047377,518.555555408978
336,11.1666666,737.833337071065,518.333333113467
337,11.2,741.611116094754,518.111110817956
338,11.2333333,745.388895118442,517.888888522445
339,11.2666667,749.166674142131,517.666666226934
340,11.3,752.944453165819,517.444443931422
341,11.3333333,756.722232189508,517.222221635911
342,11.3666666,760.5,517
343,11.4,764.399999206219,516.600000081413
344,11.4333333,768.299998412439,516.200000162827
345,11.4666667,772.199997618658,515.80000024424
346,11.5,776.099996824877,515.400000325654
347,11.5333334,779.999996031096,515.000000407067
348,11.5666666,783.899995237316,514.600000488481
349,11.6,787.799994443535,514.200000569894
350,11.6333333,791.699993649754,513.800000651307
351,11.6666667,795.599992855974,513.400000732721
352,11.7,799.5,513
353,11.7333333,802.666666655477,511.833333337456
354,11.7666666,805.833333310954,510.666666674912
355,11.8,808.999999966431,509.500000012367
356,11.8333333,812.166666621908,508.333333349823
357,11.8666667,815.333333277385,507.166666687279
358,11.9,818.499999932863,506.000000024735
359,11.9333334,821.66666658834,504.833333362191
360,11.9666666,824.833333243817,503.666666699646
361,12,828,502.5
362,12.0333333,830.444444435807,500.555555562426
363,12.0666667,832.888888871614,498.611111124853
364,12.1,835.333333307421,496.666666687279
365,12.1333333,837.777777743227,494.722222249706
366,12.1666666,840.222222179034,492.777777812132
367,12.2,842.666666614841,490.833333374558
368,12.2333333,845.111111050648,488.888888936985
369,12.2666667,847.555555486455,486.944444499411
370,12.3,850,485
371,12.3333334,852.611111101885,483.611111116019
372,12.3666666,855.222222203769,482.222222232038
373,12.4,857.833333305654,480.833333348056
374,12.4333333,860.444444407538,479.444444464075
375,12.4666667,863.055555509423,478.055555580094
376,12.5,865.666666611308,476.666666696113
377,12.5333333,868.277777713192,475.277777812132
378,12.5666666,870.888888815077,473.888888928151
379,12.6,873.5,472.5
380,12.6333333,876.500000289399,471.999999951767
381,12.6666667,879.500000578799,471.499999903534
382,12.7,882.500000868198,470.9999998553
383,12.7333334,885.500001157597,470.499999807067
384,12.7666666,888.500001446996,469.999999758834
385,12.8,891.500001736396,469.499999710601
386,12.8333333,894.500002025795,468.999999662367
387,12.8666667,897.500002315194,468.499999614134
388,12.9,900.500002604593,467.999999565901
389,12.9333333,903.5,467.5
390,12.9666666,907.444444430506,467.333333333922
391,13,911.388888861013,467.166666667845
392,13.0333333,915.333333291519,467.000000001767
393,13.0666667,919.277777722026,466.833333335689
394,13.1,923.222222152532,466.666666669611
395,13.1333333,927.166666583039,466.500000003534
396,13.1666667,931.111111013545,466.333333337456
397,13.2,935.055555444052,466.166666671378
398,13.2333333,939,466
399,13.2666667,943.666666650177,465.833333333922
400,13.3,948.333333300353,465.666666667845
401,13.3333334,952.99999995053,465.500000001767
402,13.3666666,957.666666600707,465.333333335689
403,13.4,962.333333250883,465.166666669611
404,13.4333333,967,465
405,13.4666667,970.999999485866,464.687500040167
406,13.5,974.999998971732,464.375000080333
407,13.5333333,978.999998457597,464.0625001205
408,13.5666666,982.999997943463,463.750000160667
409,13.6,986.999997429329,463.437500200834
410,13.6333333,990.999996915195,463.125000241
411,13.6666667,994.999996401061,462.812500281167
412,13.7,999,462.5
413,13.7333334,1002.42857190625,461.428571279296
414,13.7666666,1005.8571438125,460.357142558592
415,13.8,1009.28571571876,459.285713837888
416,13.8333333,1012.71428762501,458.214285117185
417,13.8666667,1016.14285953126,457.142856396481
418,13.9,1019.57143143751,456.071427675777
419,13.9333333,1023,455
420,13.9666666,1025.9999984894,452.916667715694
421,14,1028.9999969788,450.833335431389
422,14.0333333,1031.9999954682,448.750003147083
423,14.0666667,1034.9999939576,446.666670862778
424,14.1,1037.999992447,444.583338578472
425,14.1333334,1041,442.5
426,14.1666666,1044.0000007394,439.874999353025
427,14.2,1047.0000014788,437.249998706051
428,14.2333333,1050.0000022182,434.624998059076
429,14.2666667,1053,432
430,14.3,1055.92857183659,430.142856884113
431,14.3333333,1058.85714367318,428.285713768227
432,14.3666666,1061.78571550977,426.42857065234
433,14.4,1064.71428734636,424.571427536453
434,14.4333334,1067.64285918295,422.714284420567
435,14.4666667,1070.57143101954,420.85714130468
436,14.5,1073.5,419
437,14.5333333,1073.5,419
438,14.5666666,1074.79166633919,418.333333502356
439,14.6,1076.08333267837,417.666667004711
440,14.6333333,1077.37499901756,417.000000507067
441,14.6666667,1078.66666535674,416.333334009423
442,14.7,1079.95833169593,415.666667511778
443,14.7333333,1081.24999803512,415.000001014134
444,14.7666667,1082.5416643743,414.33333451649
445,14.8,1083.83333071349,413.666668018845
446,14.8333333,1085.12499705267,413.000001521201
447,14.8666667,1086.41666339186,412.333335023557
448,14.9,1087.70832973105,411.666668525913
449,14.9333334,1089,411
450,14.9666666,1089,410.749999750883
451,15,1089,410.5
452,15.0333333,1088.25000037765,410.5
453,15.0666667,1087.5,410.5
454,15.1,1086.39285698861,410.46428570931
455,15.1333333,1085.28571397721,410.42857141862
456,15.1666666,1084.17857096582,410.39285712793
457,15.2,1083.07142795442,410.35714283724
458,15.2333333,1081.96428494303,410.321428546549
459,15.2666667,1080.85714193164,410.285714255859
460,15.3,1079.74999892024,410.249999965169
461,15.3333334,1078.64285590885,410.214285674479
462,15.3666666,1077.53571289745,410.178571383789
463,15.4,1076.42856988606,410.142857093099
464,15.4333333,1075.32142687467,410.107142802409
465,15.4666667,1074.21428386327,410.071428511719
466,15.5,1073.10714085188,410.035714221028
467,15.5333333,1072,410
468,15.5666666,1069.34999974436,410.100000009647
469,15.6,1066.69999948873,410.200000019293
470,15.6333333,1064.04999923309,410.30000002894
471,15.6666667,1061.39999897746,410.400000038587
472,15.7,1058.74999872182,410.500000048233
473,15.7333333,1056.09999846618,410.60000005788
474,15.7666667,1053.44999821055,410.700000067526
475,15.8,1050.79999795491,410.800000077173
476,15.8333334,1048.14999769927,410.90000008682
477,15.8666666,1045.5,411
478,15.9,1042.11111225272,411.222222147363
479,15.9333333,1038.72222450543,411.444444294726
480,15.9666667,1035.33333675815,411.666666442089
481,16,1031.94444901086,411.888888589452
482,16.0333333,1028.55556126358,412.111110736815
483,16.0666666,1025.16667351629,412.333332884178
484,16.1,1021.77778576901,412.555555031541
485,16.1333333,1018.38889802172,412.777777178904
486,16.1666667,1015,413
487,16.2,1010.9166666811,413.166666666078
488,16.2333334,1006.83333336219,413.333333332155
489,16.2666666,1002.75000004329,413.499999998233
490,16.3,998.666666724381,413.666666664311
491,16.3333333,994.583333405477,413.833333330389
492,16.3666667,990.5,414
493,16.4,985.562498783072,414.125000030808
494,16.4333333,980.624997566144,414.250000061617
495,16.4666666,975.687496349215,414.375000092425
496,16.5,970.749995132287,414.500000123233
497,16.5333333,965.812493915359,414.625000154042
498,16.5666667,960.874992698431,414.75000018485
499,16.6,955.937491481503,414.875000215658
500,16.6333333,951,415
501,16.6666666,945.500002769433,415.083333291372
502,16.7,940.000005538866,415.166666582744
503,16.7333333,934.500008308299,415.249999874117
504,16.7666667,929.000011077733,415.333333165489
505,16.8,923.500013847166,415.416666456861
506,16.8333334,918,415.5
507,16.8666666,912.916664142961,415.5
508,16.9,907.833328285922,415.5
509,16.9333333,902.749992428883,415.5
510,16.9666667,897.666656571844,415.5
511,17,892.583320714805,415.5
512,17.0333333,887.5,415.5
513,17.0666666,883.000000015901,415.5
514,17.1,878.500000031802,415.5
515,17.1333334,874.000000047703,415.5
516,17.1666666,869.500000063605,415.5
517,17.2,865.000000079506,415.5
518,17.2333333,860.5,415.5
519,17.2666667,856.250000015018,415.416666666961
520,17.3,852.000000030035,415.333333333922
521,17.3333333,847.750000045053,415.250000000883
522,17.3666666,843.500000060071,415.166666667845
523,17.4,839.250000075088,415.083333334806
524,17.4333333,835,415
525,17.4666667,831.285715360063,414.785714347696
526,17.5,827.571430720126,414.571428695392
527,17.5333334,823.857146080189,414.357143043088
528,17.5666666,820.142861440253,414.142857390784
529,17.6,816.428576800316,413.92857173848
530,17.6333333,812.714292160379,413.714286086176
531,17.6666667,809,413.5
532,17.7,805.285713768227,412.999999930338
533,17.7333334,801.571427536453,412.499999860676
534,17.7666666,797.85714130468,411.999999791015
535,17.8,794.142855072907,411.499999721353
536,17.8333333,790.428568841133,410.999999651691
537,17.8666667,786.71428260936,410.499999582029
538,17.9,783,410
539,17.9333333,779.611111123086,409.666666667845
540,17.9666666,776.222222246172,409.333333335689
541,18,772.833333369258,409.000000003534
542,18.0333333,769.444444492344,408.666666671378
543,18.0666667,766.05555561543,408.333333339223
544,18.1,762.666666738516,408.000000007067
545,18.1333334,759.277777861602,407.666666674912
546,18.1666666,755.888888984688,407.333333342756
547,18.2,752.5,407
548,18.2333333,749.78571390755,406.785714255859
549,18.2666667,747.071427815101,406.571428511718
550,18.3,744.357141722651,406.357142767578
551,18.3333333,741.642855630201,406.142857023437
552,18.3666666,738.928569537751,405.928571279296
553,18.4,736.214283445302,405.714285535155
554,18.4333333,733.5,405.5
555,18.4666667,729.83333334629,405.055555557126
556,18.5,726.166666692579,404.611111114252
557,18.5333334,722.500000038869,404.166666671378
558,18.5666666,718.833333385159,403.722222228504
559,18.6,715.166666731449,403.27777778563
560,18.6333333,711.500000077738,402.833333342756
561,18.6666667,707.833333424028,402.388888899882
562,18.7,704.166666770318,401.944444457008
563,18.7333333,700.5,401.5
564,18.7666666,697.071428093748,401.285714255859
565,18.8,693.642856187495,401.071428511718
566,18.8333333,690.214284281243,400.857142767578
567,18.8666667,686.785712374991,400.642857023437
568,18.9,683.357140468738,400.428571279296
569,18.9333334,679.928568562486,400.214285535155
570,18.9666666,676.5,400
571,19,674.375000273134,399.750000032133
572,19.0333333,672.250000546268,399.500000064267
573,19.0666667,670.125000819401,399.2500000964
574,19.1,668.000001092535,399.000000128534
575,19.1333333,665.875001365669,398.750000160667
576,19.1666666,663.750001638803,398.5000001928
577,19.2,661.625001911936,398.250000224934
578,19.2333333,659.5,398
579,19.2666667,NaN,NaN
580,19.3,NaN,NaN
581,19.3333334,NaN,NaN
582,19.3666666,NaN,NaN
583,19.4,NaN,NaN
584,19.4333333,NaN,NaN
585,19.4666667,NaN,NaN
586,19.5,NaN,NaN
587,19.5333333,NaN,NaN
588,19.5666666,NaN,NaN
589,19.6,NaN,NaN
590,19.6333333,NaN,NaN
591,19.6666667,NaN,NaN
592,19.7,661.5,393
593,19.7333333,663.70000088,392.59999984
594,19.7666667,665.900001760001,392.19999968
595,19.8,668.100002640001,391.79999952
596,19.8333334,670.300003520001,391.39999936
597,19.8666666,672.5,391
598,19.9,674.954544561984,390.590909239669
599,19.9333333,677.409089123968,390.181818479339
600,19.9666667,679.863633685951,389.772727719008
601,20,682.318178247935,389.363636958677
602,20.0333333,684.772722809919,388.954546198347
603,20.0666666,687.227267371903,388.545455438016
604,20.1,689.681811933886,388.136364677686
605,20.1333333,692.13635649587,387.727273917355
606,20.1666667,694.590901057854,387.318183157024
607,20.2,697.045445619838,386.909092396694
608,20.2333334,699.5,386.5
609,20.2666666,701.590909471074,386.136363570248
610,20.3,703.681818942149,385.772727140496
611,20.3333333,705.772728413223,385.409090710744
612,20.3666667,707.863637884298,385.045454280992
613,20.4,709.954547355372,384.68181785124
614,20.4333333,712.045456826447,384.318181421487
615,20.4666666,714.136366297521,383.954544991735
616,20.5,716.227275768595,383.590908561983
617,20.5333333,718.31818523967,383.227272132231
618,20.5666667,720.409094710744,382.863635702479
619,20.6,722.5,382.5
620,20.6333333,724.545454917355,382.545454553719
621,20.6666667,726.590909834711,382.590909107438
622,20.7,728.636364752066,382.636363661157
623,20.7333334,730.681819669422,382.681818214876
624,20.7666666,732.727274586777,382.727272768595
625,20.8,734.772729504133,382.772727322314
626,20.8333333,736.818184421488,382.818181876033
627,20.8666667,738.863639338844,382.863636429752
628,20.9,740.909094256199,382.909090983471
629,20.9333333,742.954549173555,382.95454553719
630,20.9666666,745,383
631,21,747.64999947,383.09999998
632,21.0333333,750.29999894,383.19999996
633,21.0666667,752.94999841,383.29999994
634,21.1,755.59999788,383.39999992
635,21.1333334,758.24999735,383.4999999
636,21.1666666,760.89999682,383.59999988
637,21.2,763.549996290001,383.69999986
638,21.2333333,766.199995760001,383.79999984
639,21.2666667,768.849995230001,383.89999982
640,21.3,771.5,384
641,21.3333333,774.7500008125,384.12500003125
642,21.3666666,778.000001625,384.2500000625
643,21.4,781.2500024375,384.37500009375
644,21.4333333,784.500003250001,384.500000125
645,21.4666667,787.750004062501,384.62500015625
646,21.5,791.000004875001,384.7500001875
647,21.5333334,794.250005687501,384.87500021875
648,21.5666666,797.5,385
649,21.6,801.785713061225,385.142857102041
650,21.6333333,806.07142612245,385.285714204082
651,21.6666667,810.357139183675,385.428571306122
652,21.7,814.642852244899,385.571428408163
653,21.7333333,818.928565306124,385.714285510204
654,21.7666666,823.214278367349,385.857142612245
655,21.8,827.5,386
656,21.8333333,832.571429295919,386.071428581633
657,21.8666667,837.642858591837,386.142857163265
658,21.9,842.714287887755,386.214285744898
659,21.9333334,847.785717183674,386.285714326531
660,21.9666666,852.857146479592,386.357142908163
661,22,857.928575775511,386.428571489796
662,22.0333333,863,386.5
663,22.0666667,868.39999892,386.30000004
664,22.1,873.799997840001,386.10000008
665,22.1333333,879.199996760001,385.90000012
666,22.1666666,884.599995680001,385.70000016
667,22.2,890,385.5
668,22.2333333,895,385.416666666667
669,22.2666667,900,385.333333333333
670,22.3,905,385.25
671,22.3333334,910,385.166666666667
672,22.3666666,914.999999999999,385.083333333333
673,22.4,920,385
674,22.4333333,924.5,384.416666666667
675,22.4666667,929,383.833333333333
676,22.5,933.5,383.25
677,22.5333334,938,382.666666666667
678,22.5666666,942.5,382.083333333333
679,22.6,947,381.5
680,22.6333333,950.916666666667,381
681,22.6666667,954.833333333333,380.5
682,22.7,958.75,380
683,22.7333333,962.666666666667,379.5
684,22.7666666,966.583333333333,379
685,22.8,970.5,378.5
686,22.8333333,974.333333333333,378.166666666667
687,22.8666667,978.166666666667,377.833333333333
688,22.9,982,377.5
689,22.9333334,985.833333333333,377.166666666667
690,22.9666666,989.666666666667,376.833333333333
691,23,993.5,376.5
692,23.0333333,997.571429153061,375.999999928571
693,23.0666667,1001.64285830612,375.499999857143
694,23.1,1005.71428745918,374.999999785714
695,23.1333333,1009.78571661224,374.499999714286
696,23.1666666,1013.85714576531,373.999999642857
697,23.2,1017.92857491837,373.499999571429
698,23.2333333,1022,373
699,23.2666667,1026.59999908,372.90000002
700,23.3,1031.19999816,372.80000004
701,23.3333333,1035.79999724,372.70000006
702,23.3666667,1040.39999632,372.60000008
703,23.4,1045,372.5
704,23.4333333,1049.33333333333,372.583333333333
705,23.4666667,1053.66666666667,372.666666666667
706,23.5,1058,372.75
707,23.5333334,1062.33333333333,372.833333333333
708,23.5666667,1066.66666666667,372.916666666667
709,23.6,1071,373
710,23.6333333,1074.8571417551,372.857142897959
711,23.6666666,1078.7142835102,372.714285795918
712,23.7,1082.57142526531,372.571428693878
713,23.7333333,1086.42856702041,372.428571591837
714,23.7666667,1090.28570877551,372.285714489796
715,23.8,1094.14285053061,372.142857387755
716,23.8333334,1098,372
717,23.8666666,1101.500000875,372.37500009375
718,23.9,1105.00000175,372.7500001875
719,23.9333333,1108.500002625,373.12500028125
720,23.9666667,1112.0000035,373.500000375
721,24,1115.500004375,373.87500046875
722,24.0333333,1119.00000525,374.2500005625
723,24.0666667,1122.500006125,374.62500065625
724,24.1,1126,375
725,24.1333333,1128.70000027,375.450000045
726,24.1666666,1131.40000054,375.90000009
727,24.2,1134.10000081,376.350000135
728,24.2333333,1136.80000108,376.80000018
729,24.2666667,1139.50000135,377.250000225
730,24.3,1142.20000162,377.70000027
731,24.3333334,1144.90000189,378.150000315
732,24.3666666,1147.60000216,378.60000036
733,24.4,1150.30000243,379.050000405
734,24.4333333,1153,379.5
735,24.4666667,1156.12499960937,380.062499929688
736,24.5,1159.24999921875,380.624999859375
737,24.5333333,1162.37499882813,381.187499789063
738,24.5666666,1165.4999984375,381.74999971875
739,24.6,1168.62499804688,382.312499648438
740,24.6333333,1171.74999765625,382.874999578125
741,24.6666667,1174.87499726563,383.437499507813
742,24.7,1178,384
743,24.7333334,1180.7500006875,384.2500000625
744,24.7666666,1183.500001375,384.500000125
745,24.8,1186.2500020625,384.7500001875
746,24.8333333,1189.00000275,385.00000025
747,24.8666667,1191.7500034375,385.2500003125
748,24.9,1194.500004125,385.500000375
749,24.9333333,1197.2500048125,385.7500004375
750,24.9666666,1200,386
751,25,1201.44444444444,386.333333333333
752,25.0333334,1202.88888888889,386.666666666667
753,25.0666666,1204.33333333333,387
754,25.1,1205.77777777778,387.333333333333
755,25.1333333,1207.22222222222,387.666666666667
756,25.1666667,1208.66666666667,388
757,25.2,1210.11111111111,388.333333333333
758,25.2333333,1211.55555555555,388.666666666667
759,25.2666666,1213,389
760,25.3,1213.249999875,389
761,25.3333333,1213.49999975,389
762,25.3666667,1213.749999625,389
763,25.4,1214,389
764,25.4333334,1213,389.666666666667
765,25.4666666,1212,390.333333333333
766,25.5,1211,391
767,25.5333333,1209.54166666667,391.5
768,25.5666667,1208.08333333333,392
769,25.6,1206.625,392.5
770,25.6333333,1205.16666666667,393
771,25.6666666,1203.70833333333,393.5
772,25.7,1202.25,394
773,25.7333333,1200.79166666667,394.5
